"Edge","State","Street Address","City","Province","Postal Code","Longitude","Latitude"
"105912","CONNECTED","60 Rivermont Rd.","Brampton","ON","L6Y 0B4","-79.785149","43.624107"
"108134","CONNECTED","1534 Dundas St","Woodstock","ON","N4S 1A3","-80.699631","43.138283"
"105028","CONNECTED","500 Centre St, South East
The Bow Bldg, North Tower","Calgary","AB","T2G 1A6","-114.061829","51.048031"
"103756","CONNECTED","12621 Victoria Trail NW","Edmonton","AB","T5A 4W4","-113.381744","53.578869"
"106313","CONNECTED","4869 Dundas St W","Etobicoke","ON","m9a 1b5","-79.527107","43.650066"
"102311","CONNECTED","280 Scarlett Rd, On The Run Convenience Store","Etobicoke","ON","M9A 4S4","-79.509277","43.680798"
"101788","CONNECTED","3411 Mavis Rd","Mississauga","ON","L5C 1T7","-79.645401","43.575108"
"102037","CONNECTED","4040 Creditview Rd","Mississauga","ON","L5C 4E3","-79.665497","43.568245"
"104457","CONNECTED","2695 Guildford Town Ctr. Surrey N
Unit FC16","Surrey","BC","V3R 7C1","-122.804054","49.189842"
"100094","CONNECTED","749 William St
UNIT 100 Business Building","Cobourg","ON","K9A 3A7","-78.187637","43.968281"
"102770","CONNECTED","898 Heritage Blvd West","Lethbridge","AB","T1K 7V5","-112.893417","49.696953"
"103788","CONNECTED","100 Metcafle Street","Ottawa","ON","K1P 5M1","-75.695847","45.420773"
"103294","CONNECTED","1504 - 50th Avenue","Lloydminster","AB","T9V 0Y1","-110.005501","53.251656"
"100338","CONNECTED","475 Bay St","Midland","ON","L4R 1L1","-79.886147","44.752132"
"100014","CONNECTED","525 Welland Ave Lincoln Mall","St. Catharines","ON","L2M 6P3","-79.214645","43.175461"
"100039","CONNECTED","30 Queenston Rd","Hamilton","ON","L8K 6S1","-79.80085","43.236237"
"100615","CONNECTED","1251 Simcoe St N","Oshawa","ON","L1G 4X1","-78.877174","43.930668"
"100966","CONNECTED","587 3rd Line","Oakville","ON","L6L 4A8","-79.715714","43.417801"
"101143","CONNECTED","3840 MacLeod Trail SE","Calgary","AB","T2G 2R2","-114.060997","51.02"
"102200","CONNECTED","10606 Heart Lake Rd","Brampton","ON","L6Z 0B3","-79.781693","43.736275"
"102678","CONNECTED","624 3rd Line","Oakville","ON","L6L 4A7","-79.717377","43.418179"
"102711","CONNECTED","8262 Hwy 35","Orono","ON","L0B 1M0","-78.61512","44.036465"
"102716","CONNECTED","15255 56 Ave","Surrey","BC","V3S 0X9","-122.799057","49.104729"
"104129","CONNECTED","849 Main Ave. West.","Sundre","AB","T0M 1X0","-114.662521","51.794014"
"105271","CONNECTED","1712 Stone Church Rd","Hamilton","ON","L8J 0B4","-79.817276","43.192814"
"105846","CONNECTED","499 Main St,  S
Unit 77 shoppers wrld","Brampton","ON","L6Y 1N7","-79.737534","43.666142"
"106530","CONNECTED","Alaska Road South and 112 Street","Fort St. John","BC","V1J 1B1","-120.868042","56.243729"
"100910","CONNECTED","12996 50 St NW","Edmonton","AB","T5A 4L2","-113.419067","53.589336"
"102655","CONNECTED","5470 Dundas St W","Etobicoke","ON","M9B 1B6","-79.544792","43.632107"
"103123","CONNECTED","250 The East Mall Cloverdale Mall","Etobicoke","ON","M9B 3Y8","-79.555237","43.631607"
"100334","CONNECTED","21 - 1170 Burnhamthorpe Rd W","Mississauga","ON","L5C 4E6","-79.664078","43.568481"
"100688","CONNECTED","910 Lakeshore Rd E","Mississauga","ON","L5E 1E1","-79.561127","43.57457"
"104373","CONNECTED","3233 176th Street","Surrey","BC","V3S 0L5","-122.735916","49.060516"
"103648","CONNECTED","100 Gopher St","banff","AB","T0L 0C0","-115.576477","51.180172"
"105917","CONNECTED","525 Somerset Street West","Ottawa","ON","K1R 5W6","-75.701805","45.413319"
"107632","CONNECTED","24-36 Main St
60 Pth 52 W","Steinbach","MB","R5G 1X7","-96.694321","49.531544"
"101834","CONNECTED","3902 50th Ave","Lloydminster","AB","T9V 1B1","-110.005486","53.273243"
"100311","CONNECTED","101 - 15551 Fraser Hwy","Surrey","BC","V3S 2V8","-122.791321","49.162605"
"101257","CONNECTED","275 Geneva St","St. Catharines","ON","L2N 2E9","-79.241791","43.17733"
"101850","CONNECTED","11890 Hurontario St","Brampton","ON","L6Z 4P2","-79.824799","43.733856"
"105029","CONNECTED","615 MacLeod Trail SE","Calgary","AB","T2G 4T8","-114.058624","51.046654"
"106449","CONNECTED","3309 Simcoe St North
Esso","Oshawa","ON","L1H 7K4","-78.9104","43.981777"
"102973","CONNECTED","13704 50th St NW","Edmonton","AB","T5A 4Y3","-113.413757","53.597919"
"104881","CONNECTED","230 Lloyd Manor Road","Etobicoke","ON","M9B 5K7","-79.557907","43.675179"
"101593","CONNECTED","1250 South Service Rd
Unit 76","Mississauga","ON","L5E 1V4","-79.568947","43.593025"
"101638","NEVER_ACTIVATED","100 New Gower St
Cabot Towers","St. John`s","NL","A1C 6K3","-52.713196","47.559368"
"103232","CONNECTED","2516-21 Ave","Coaldale","AB","T1M 0C1","-112.637489","49.724983"
"107275","CONNECTED","13349 Ilderton Rd","Ilderton","ON","N0M 2A0","-81.375923","43.080601"
"107288","CONNECTED","4295 Strandherd Dr.
Unit C1","Ottawa","ON","K2J 6E5","-75.782066","45.27037"
"102171","CONNECTED","1655 18th St","Brandon","MB","R7A 5C6","-99.959343","49.824757"
"100585","CONNECTED","799 Barton St E
Unit DD16 Gerrard Square Shopping Mall","Hamilton","ON","L8L 3B2","-79.82917","43.254951"
"100645","CONNECTED","260 North Service Rd","Oakville","ON","L6M 2R7","-79.704117","43.448406"
"101066","CONNECTED","954 Barton St E","Hamilton","ON","L8L 3C4","-79.822258","43.252708"
"101942","CONNECTED","560 King St E","Oshawa","ON","L1H 1G5","-78.843819","43.902546"
"102808","CONNECTED","3508 37th St. SW","Calgary","AB","T2G 3C4","-114.140419","51.022266"
"103077","CONNECTED","401 18682 Fraser Hwy","Surrey","BC","V3S 7Y4","-122.704819","49.124744"
"104192","CONNECTED","4 Thompson Cres","Erin","ON","N0B 1T0","-80.077873","43.781429"
"107378","NEVER_ACTIVATED","332 6th Avenue S.E.","Calgary","AB","T2G 4V1","-114.056229","51.047695"
"102152","CONNECTED","2943 137 Ave NW","Edmonton","AB","T5A 5G8","-113.388222","53.599144"
"100023","CONNECTED","25 The West Mall, Sherway Plaza","Etobicoke","ON","M9C 1B8","-79.557182","43.611694"
"100404","CONNECTED","2165 Royal Windsor Dr","Mississauga","ON","L5J 1K5","-79.630875","43.510223"
"100176","CONNECTED","612 King St","Fredericton","NB","E3B 1G1","-66.639267","45.959854"
"100262","CONNECTED","75 Thames St N","Ingersoll","ON","N5C 3C6","-80.887032","43.041569"
"104482","CONNECTED","5915 Perth St.","Richmond","ON","K0A 2Z0","-75.828758","45.20216"
"100109","CONNECTED","415 Simcoe St S","Oshawa","ON","L1H 4J5","-78.85788","43.886852"
"100747","CONNECTED","888 Main St E","Hamilton","ON","L8M 1M3","-79.834076","43.245838"
"101731","CONNECTED","1499 Upper Middle Rd W","Oakville","ON","L6M 3Y3","-79.742561","43.438324"
"101922","CONNECTED","5233 Stanley Ave","Niagara Falls","ON","L2E 7C2","-79.08551","43.09848"
"103304","CONNECTED","16141 - 24 Avenue","Surrey","BC","V3S 9H7","-122.775566","49.045849"
"103352","CONNECTED","9455 Mississauga Road
Wal-mart","Brampton","ON","L7A 0B5","-79.813911","43.655426"
"103525","CONNECTED","4210 - 50th Avenue","St. Paul","AB","T0A 3A2","-111.274956","53.991501"
"107264","CONNECTED","1500 Upper Middle Rd. West
Bldg B.","Oakville","ON","L6M 3G3","-79.741226","43.43792"
"105031","CONNECTED","1 Londonderry Mall
Unit 254","Edmonton","AB","T5C 3C8","-113.444908","53.602463"
"104764","CONNECTED","555 Burnhamthorpe Rd. west
Suite 101","Etobicoke","ON","M9C2Y3","-79.567986","43.644821"
"106217","CONNECTED","245 Dixon road","Etobicoke","ON","M9P2M5","-79.545067","43.695869"
"103973","CONNECTED","1212 South Down Road","Mississauga","ON","L5J 2Z2","-79.635994","43.514801"
"105540","CONNECTED","34 HWY #6
Wilsons Fuels","Amherst","NS","b4h 2s2","-64.21611","45.828285"
"102708","CONNECTED","150 McTavish Ave E, Brandon Regional Hospital","Brandon","MB","R7A 2B3","-99.936897","49.840233"
"100066","CONNECTED","503 Main St E","Hamilton","ON","L8N 1K8","-79.849747","43.250683"
"100165","CONNECTED","257 Main St E","Hamilton","ON","L8N 1H4","-79.859848","43.252964"
"102394","CONNECTED","1361 Harmony Road N","Oshawa","ON","L1H 7K5","-78.848236","43.940361"
"102416","CONNECTED","10416 King George Highway","Surrey","BC","V3T 2W8","-122.844933","49.192039"
"106998","CONNECTED","7220 119 Avenue","Edmonton","AB","T5B 4M9","-113.449837","53.571976"
"100144","CONNECTED","2458 Dundas St W
Woodchester Plaza","Mississauga","ON","L5K 1R8","-79.675331","43.527596"
"100206","CONNECTED","76 Beckwith St N
Unit #193 Micmac Mall Lower","Smiths Falls","ON","K7A 2B7","-76.021568","44.902676"
"100561","CONNECTED","353 Lake St
UNIT #G3","St. Catharines","ON","L2N 7G4","-79.252769","43.182858"
"104401","NEVER_ACTIVATED","50 Charlton Ave E
Fontbonne Building, St. Joseph's","Hamilton","ON","L8N 4A6","-79.869995","43.249268"
"101649","CONNECTED","3359 Mississauga Rd N","Mississauga","ON","L5L 1C6","-79.661003","43.548"
"104876","NEVER_ACTIVATED","3359 Mississauga Rd","Mississauga","ON","L5L 1C8","-79.664032","43.549683"
"104445","CONNECTED","14200 Green Timbers Way
Inner NW RCMP bldg","Surrey","BC","V3T 4M5","-122.828896","49.180248"
"106868","CONNECTED","9900 King George Boulevard","Surrey","BC","V3T 4Y3","-122.84449","49.182194"
"102850","CONNECTED","1500 Main St SW  Suite 100","Slave Lake","AB","T0G 2A4","-114.786446","55.272316"
"103035","CONNECTED","1 Horseshoe Lake Road","Seguin","ON","P2A 2W8","-79.895821","45.305862"
"104369","CONNECTED","1570 18th Street
Shoppers Mall","Brandon","MB","R7A 5C5","-99.964211","49.825214"
"100113","CONNECTED","338 King St W","Oshawa","ON","L1J 2J9","-78.876213","43.895214"
"101565","CONNECTED","212 Welland Ave","St. Catharines","ON","L2R 2P2","-79.238022","43.166187"
"101883","CONNECTED","100 Fifth Ave","Orangeville","ON","L9W 5E8","-80.09404","43.929348"
"102587","CONNECTED","347 Southland Dr","Calgary","AB","T2J 3L4","-114.060242","50.963715"
"102635","CONNECTED","419 King St W","Oshawa","ON","L1J 2J9","-78.878952","43.889442"
"103135","CONNECTED","230 Centennial Rd","Orangeville","ON","L9W 5K9","-80.118561","43.902122"
"102923","CONNECTED","12820 82nd Street N.W","Edmonton","AB","T5E 2T2","-113.46788","53.587242"
"100542","CONNECTED","642 Dixon Rd","Etobicoke","ON","M9W 1J1","-79.57663","43.691402"
"101902","CONNECTED","638 Dixon Rd","Etobicoke","ON","M9W 1J1","-79.576576","43.691208"
"102398","CONNECTED","3476 Glen Erin Dr","Mississauga","ON","L5L 3R4","-79.687813","43.537224"
"105215","CONNECTED","3255 Dundas St. W.","Mississauga","ON","L5L 5V3","-79.688095","43.517521"
"100087","CONNECTED","9595 King George Hwy","Surrey","BC","V3V 5W4","-122.846008","49.176636"
"100916","CONNECTED","775 Exmouth St","Sarnia","ON","N7T 5P7","-82.382607","42.984756"
"101205","CONNECTED","2 Rue Racine","Casselman","ON","K0A 1M0","-75.08094","45.306"
"102091","CONNECTED","1844 St. Margarets Bay Rd","Timberlea","NS","B3T 1B8","-63.713703","44.646473"
"102146","CONNECTED","1315 Second Ave W","Brooks","AB","T1R 0V5","-111.914886","50.569145"
"103951","CONNECTED","939 Southdale Rd. W","London","ON","N0P 0A9","-81.315659","42.936523"
"105793","CONNECTED","2934 Highway # 35 South,
Esso Station","Lindsay","ON","K9V 4R4","-78.720825","44.324032"
"104336","NEVER_ACTIVATED","1 Georgian Drive Health Science Bldg.","Barrie","ON","L4M 3X9","-79.701614","44.37809"
"104203","CONNECTED","2890 West shore Parkway","Langford","BC","V9B 0B2","-123.539948","48.457077"
"107621","CONNECTED","2263 Dundas St. East","London","ON","N5V 1R4","-81.154182","43.00964"
"105588","CONNECTED","9499 - 137 Avenue NW","Edmonton","AB","T5E 5R8","-113.487373","53.598255"
"104359","NEVER_ACTIVATED","2200 Eglinton Ave W
H block entrance","Mississauga","ON","L5M 2N1","-79.70327","43.558609"
"100124","CONNECTED","575 36 St NE","Calgary","AB","T2A 6K3","-113.982544","51.05685"
"100153","CONNECTED","297 Dunlop St W
Unit 2","Barrie","ON","L4N1C1","-79.706879","44.38147"
"100357","CONNECTED","50 Dundurn St S
UNIT #1","Hamilton","ON","L8P 4W3","-79.889999","43.259998"
"101424","CONNECTED","443 Main St W","Hamilton","ON","L8P 1K5","-79.887527","43.259365"
"102013","CONNECTED","10 - 18 Southridge Dr","Okotoks","AB","T1S 1N1","-113.981735","50.716129"
"102699","CONNECTED","10579 Yonge St","Richmond Hill","ON","L4C 3C5","-79.44001","43.885376"
"104271","NEVER_ACTIVATED","205 Humber College Blvd.  Humber College","Etobicoke","ON","M9W 5L7","-79.606682","43.728855"
"102987","CONNECTED","5100 Erin Mills Parkway","Mississauga","ON","L5M 4Z5","-79.71199","43.558502"
"100969","CONNECTED","480 Norfolk St S Whitehorse Plaza","Simcoe","ON","N3Y 2X3","-80.298882","42.821693"
"103088","NEVER_ACTIVATED","1460 Oxford St E
Building B Cafeteria","London","ON","N5V 1W2","-81.200516","43.01276"
"101587","CONNECTED","25 Woodbine Downs Rd","Etobicoke","ON","M9W 6N5","-79.605644","43.735397"
"102051","CONNECTED","36 El Alemein Rd PO Box 374 CFB Borden","Borden","ON","L0M 1C0","-79.911903","44.271763"
"102963","CONNECTED","373 Mountainview Road South","Georgetown","ON","L7G 6E8","-79.876831","43.630898"
"103928","CONNECTED","115 Delhi Street","Guelph","ON","N1E 4J4","-80.253548","43.556362"
"100631","OFFLINE","9184 Yonge St","Richmond Hill","ON","L4C 7A1","-79.433601","43.850922"
"100116","CONNECTED","65 University Ave E
UNIT #100","Waterloo","ON","N2J 2V9","-80.521126","43.477146"
"100584","CONNECTED","204 Victoria Rd S
Unit A004 Timmins Square Plaza","Guelph","ON","N1E 5R1","-80.223","43.551998"
"101615","CONNECTED","1355 Kingston Rd","Pickering","ON","L1V 1B8","-79.086044","43.836185"
"102396","CONNECTED","1280 Main St west","Hamilton","ON","L8S 4S5","-79.919991","43.262299"
"103238","NEVER_ACTIVATED","1940 Argentia Road
Walmart Head Office","Mississauga","ON","L5N 1P9","-79.738808","43.601372"
"100879","CONNECTED","1280 Main St west
Main floor food court","Hamilton","ON","L8S4K1","-79.920288","43.262245"
"100970","CONNECTED","1799 Liverpool Rd.","Pickering","ON","L1V 1N2","-79.089172","43.834023"
"101874","CONNECTED","987 Gordon St","Guelph","ON","N1G 4W3","-80.21241","43.521946"
"102925","CONNECTED","1470 Hwy 6 N","Flamborough","ON","L8N 2Z7","-80.004189","43.37698"
"104444","CONNECTED","6400 Highway 400 Southbound
Innisful OnRoute Service Centre","Innisfil","ON","L95 0K6","-79.671112","44.245846"
"108457","NEVER_ACTIVATED","108 University Ave. E.
Conestoga College, Waterloo Campus","Waterloo","ON","N2J 2W2","-80.518257","43.47897"
"102395","CONNECTED","13735 Bathurst St On The Run Convenience Store","Richmond Hill","ON","L4E 3Z1","-79.484657","43.957108"
"100410","CONNECTED","180 rue de St-Jovite","Mont-Tremblant","QC","J8E 2Z9","-74.560921","46.118065"
"102608","CONNECTED","10320 152 St","Surrey","BC","V3R 4G8","-122.800537","49.190094"
"107657","CONNECTED","775 4 St SE","Calgary","AB","T2G 1T1","-114.053902","51.045956"
"103427","CONNECTED","2000 Steeles Avenue West","Brampton","ON","L6Y 0A7","-79.780228","43.624249"
"103680","CONNECTED","1970 Wellington Ave,
Winnipeg Airport Terminal, Level 2 Departures","Winnipeg","MB","R3H 1C1","-97.223808","49.90485"
"100423","CONNECTED","1713 Woodstock Rd  PO Box 21011","Fredericton","NB","E3C 1L4","-66.715538","45.96722"
"105561","CONNECTED","319 Wentworth Rd
Exit 5A Hwy101","Windsor","NS","BON 2TO","-64.112259","44.992283"
"100187","OFFLINE","30 Webster St","Kentville","NS","B4N 1H7","-64.495178","45.078148"
"100433","CONNECTED","278 Torbay Rd
K-Mart Plaza","St. John`s","NL","A1B 3T2","-52.715908","47.602798"
"100452","CONNECTED","17 Water St","Windsor","NS","B0N 2T0","-64.13829","44.995659"
"102663","CONNECTED","21 Pacey Dr
UNB Student Union Building","Fredericton","NB","E3B 5A3","-66.641502","45.945225"
"101345","CONNECTED","7 Cole Rd PO Box 128","Windsor","NS","B0N 2T0","-64.131035","44.990288"
"100136","CONNECTED","9061 Commercial St","New Minas","NS","B4N 3E6","-64.455421","45.067596"
"100303","CONNECTED","75 Starrs Rd","Yarmouth","NS","B5A 2T6","-66.106682","43.843586"
"101460","CONNECTED","520 Main St","Yarmouth","NS","B5A 1H8","-66.117859","43.843864"
"101522","CONNECTED","78 Harvey Rd","St. John`s","NL","A1C 2G1","-52.713184","47.564804"
"100727","CONNECTED","7210 Highway 1","Coldbrook","NS","B4R 1A2","-64.568115","45.067894"
"103636","CONNECTED","10005 Louis H. La fontaine","Anjou","QC","H1J2M5","-73.581619","45.612007"
"102343","CONNECTED","7500 boul  Les Galeries dAnjou
Les Halles DAnjou","Anjou","QC","H1M 3M4","-73.567924","45.597546"
"103234","CONNECTED","1420 Cyrille-Duquet","Quebec City","QC","G1N 2E5","-71.260605","46.798393"
"105270","CONNECTED","355 3e Rue","Quebec City","QC","G1L2V9","-71.224731","46.822536"
"101622","CONNECTED","240 rue Victoria","Sorel-Tracy","QC","J3P 1Z5","-73.101509","46.040302"
"104308","CONNECTED","1025 Route Marie-Victorin","Sorel-Tracy","QC","J3R 1L5","-73.128975","46.040142"
"102750","CONNECTED","5025 LOrmiere","Quebec City","QC","G1P 1K6","-71.332108","46.818615"
"104273","CONNECTED","380 Du Marais","Quebec City","QC","G1M 3R1","-71.281883","46.828854"
"101136","CONNECTED","320 boul. De La Marine","Varennes","QC","J3X 2E6","-73.422539","45.656193"
"105918","CONNECTED","1467 Boulevard Lionel-Boulet
(Route 229 & Autoroute 30)","Varennes","QC","J3X 1P7","-73.389374","45.63171"
"102847","OFFLINE","1060 rue Louis-Alexandre Taschereau Complexe G","Quebec City","QC","G1R 5E6","-71.216682","46.807701"
"103506","CONNECTED","1280 Grande- Alle Ouest","Sillery","QC","G1S 1E8","-71.245987","46.789803"
"102720","CONNECTED","2380 boul. Hymus","Dorval","QC","H9P 1J9","-73.789108","45.476685"
"103658","CONNECTED","108 De BeauRepaire","Beaconsfield","QC","H9W 0A1","-73.848221","45.43327"
"103593","CONNECTED","2600 Boul Laurier","Quebec City","QC","G1V 4T3","-71.28212","46.771969"
"102609","CONNECTED","400 Boulevard de la Côte-Vertu","Dorval","QC","H9P 1A2","-73.72847","45.476002"
"103165","CONNECTED","975 Romeo Vachon Nord","Dorval","QC","H4Y 1H1","-73.750999","45.457001"
"100860","CONNECTED","960 av. De Bourgogne","Ste-Foy","QC","G1W 2L5","-71.310867","46.766102"
"102625","CONNECTED","750 rue Bouvier","Quebec City","QC","G2J 1A3","-71.276596","46.834618"
"105345","CONNECTED","2010 Ave Industrielle","Quebec City","QC","G3K 1L7","-71.404755","46.85907"
"103366","CONNECTED","395 Avenue Dorval","Dorval","QC","H9S3H6","-73.740768","45.446026"
"106912","OFFLINE","975 Romeo Vachon Blvd","Dorval","QC","HH4 1H1","-73.750595","45.457912"
"103013","CONNECTED","3099 de la Concorde Est","Laval","QC","H7E 2C1","-73.66748","45.593246"
"103407","CONNECTED","5700, boul des Laurentides","Laval","QC","H7K 2K2","-73.753349","45.629269"
"102984","CONNECTED","1225 Autoroute Duplessis","L`Ancienne-Lorette","QC","G2G 2B4","-71.353172","46.787567"
"102328","CONNECTED","3557 boul. Dagenais Ouest #23
Place Fabreville","Laval","QC","H7P 1V8","-73.810249","45.576797"
"102364","CONNECTED","22 Place du Commerce","Ile Des Soeurs","QC","H3E 1V7","-73.539192","45.467396"
"100730","CONNECTED","3135 boul. Portland","Sherbrooke","QC","J1L 2P1","-71.953499","45.40353"
"107606","CONNECTED","3825 RUE COLLEGE","Sherbrooke","QC","J1M 0B8","-71.894409","45.362556"
"103958","CONNECTED","340 Boul. Poliquin","Sorel-Tracy","QC","J3P 0G4","-73.097321","46.030529"
"100742","CONNECTED","4775 boul. Des Forges","Trois-Rivieres","QC","G8Y 4Z3","-72.590775","46.359852"
"107287","CONNECTED","4200 - 28th Street","Stony Plain","AB","T7Z 0K3","-113.969597","53.540424"
"100233","CONNECTED","144 Dundas St W","Mississauga","ON","L5B 1H9","-79.61972","43.57692"
"103916","CONNECTED","733 Kipling Ave.","Etobicoke","ON","M8Z 5G6","-79.528534","43.626511"
"103964","CONNECTED","632 Burnhamthorpe Rd. West","Mississauga","ON","L5B 2C4","-79.650864","43.579441"
"100405","CONNECTED","603 Reeves St","Port Hawkesbury","NS","B9A 2R8","-61.356186","45.61628"
"100001","CONNECTED","65 Ottawa St N","Hamilton","ON","L8H 3Y9","-79.819145","43.244576"
"109241","CONNECTED","1725 Prescot","L'original","ON","L0B 1K0","0","0"
"108115","CONNECTED","3150 Langford Lake Road","Victoria","BC","V9B 5Y6","-123.534943","48.445171"
"100501","CONNECTED","1049 avenue Du Pont sud","Alma","QC","G8B 0E8","-71.647598","48.535145"
"109329","CONNECTED","1251 Bloor St. W.","Toronto","ON","M6H 1N6","-79.441383","43.658531"
"TDL-HQ-LAB-510","CONNECTED","130 King St W","Toronto","ON","M5X 2A2","-79.383003","43.648998"
"102443","CONNECTED","3300 Massey Drive","Prince George","BC","V2N 4C1","-122.782585","53.899754"
"102331","CONNECTED","589 boul. Wilfrid-Hamel","Quebec City","QC","G1M 2T2","-71.249939","46.81678"
"108176","CONNECTED","5635 Yonge St","North York","ON","M2M 3S9","0","0"
"109396","CONNECTED","425 13 St N","Lethbridge","AB","T1H 2S3","0","0"
"103016","CONNECTED","17695 64th Avenue","Surrey","BC","V3S 1Z2","-122.732826","49.119041"
"102783","CONNECTED","8215 166th Street","Surrey","BC","V3S 2X6","-122.762085","49.151382"
"100776","CONNECTED","430 Topsail Rd
Village Shopping Centre  F11","St. John`s","NL","A1E 4N1","-52.749146","47.53363"
"104510","CONNECTED","2711 192 Street
Unit 101","Surrey","BC","V3S 3X1","-122.692223","49.051346"
"108166","CONNECTED","590 Beatty Street","Vancouver","BC","V6B 2L3","-123.112114","49.279858"
"104430","CONNECTED","2790 Boul. De La Faune","Quebec City","QC","G3H 1H1","-71.350044","46.865936"
"107555","CONNECTED","200 Prospect Road
Exhibition Park","Goodwood","NS","B3T 1P2","-63.665585","44.617718"
"101657","CONNECTED","1300 route Transcanadienne Sud","Dorval","QC","H9P 1H7","-73.770439","45.488533"
"108434","CONNECTED","3353 Lawrence Ave E.","Scarborough","ON","M1H1A8","-79.234642","43.757755"
"104987","CONNECTED","657 Cundles Road East","Barrie","ON","L4M 0G9","-79.674042","44.415524"
"105079","CONNECTED","6710 Boulevard Des Chenaux","Trois-Rivieres","QC","G8Y 5A9","-72.617836","46.35276"
"102525","CONNECTED","4415 50th Street","Innisfail","AB","T4G 1P3","-113.940079","52.026936"
"103405","CONNECTED","665-8 Street SW
Dominion Centre, suite 120","Calgary","AB","T2P 3K7","-114.081566","51.04731"
"104189","CONNECTED","330 Rossland Rd. East","Ajax","ON","L1Z 0L9","-79.01667","43.882511"
"100914","CONNECTED","1725 Kingston Rd","Pickering","ON","L1V 4L9","-79.071487","43.848766"
"105224","CONNECTED","640 5th Avenue SW
Unit 130","Calgary","AB","T2P 3G4","-114.075462","51.04916"
"104394","CONNECTED","3520 Boulevard Laframboise","Saint-Hyacinthe","QC","J2R 1J9","-72.977196","45.644283"
"108390","CONNECTED","3455 Boulevard Laframboise","Saint-Hyacinthe","QC","J2S 4Z8","-72.96991","45.637779"
"106222","CONNECTED","16920 avenue St. Louis","Saint-Hyacinthe","QC","J2T 3G5","-72.928421","45.621365"
"103694","CONNECTED","1901 Bld Louis-Fréchette","Nicolet","QC","J3T 1M4","-72.604904","46.236958"
"103064","CONNECTED","2279 boul. Mercure","Drummondville","QC","J2B 3R8","-72.456543","45.851894"
"104352","CONNECTED","850 Boul. Du St-Maurice","Trois-Rivieres","QC","G9A 3P7","-72.546936","46.352047"
"105077","CONNECTED","2710 St-Pierre St","Drummondville","QC","J2C 0P9","-72.524414","45.865837"
"103688","CONNECTED","647 Coursol St.","Sturgeon Falls","ON","P2B 0A9","-79.914764","46.366714"
"101692","CONNECTED","1210 Hammonds Plains Rd","Bedford","NS","B4B 1B4","-63.736279","44.723743"
"100610","CONNECTED","5 Lakeland Blvd
Bayers Lake Industrial Park","Halifax","NS","B3S 1C3","-63.668747","44.63625"
"104314","CONNECTED","59 Blockhouse Rd","Placentia","NL","A0B 2Y0","-53.967304","47.238369"
"101247","CONNECTED","212 Route 138 RR2","Donnacona","QC","G3M 1C2","-71.728493","46.681705"
"100157","CONNECTED","2050 boul. St-Joseph","Drummondville","QC","J2B 1R7","-72.48571","45.876724"
"100987","CONNECTED","77B route Du President-Kennedy","Levis","QC","G6V 6C8","-71.172203","46.792381"
"101779","CONNECTED","1615 rue Du Sud","Cowansville","QC","J2K 2Z4","-72.754845","45.190895"
"103202","CONNECTED","625 Boul. Du Cure-Labelle
at HWY 15","Laval","QC","H7V 2T8","-73.787109","45.590321"
"103215","CONNECTED","3601 Boul Frechette
suite 1","Chambly","QC","J3L 0E6","-73.306541","45.431465"
"103924","CONNECTED","2305, Industriel","Laval","QC","H7S 1P8","-73.731911","45.581875"
"104427","CONNECTED","460 BD Cure Labelle","Laval","QC","H7P 2P1","-73.787163","45.579494"
"104810","CONNECTED","7280 Dixie Rd","Mississauga","ON","L5S 1B7","-79.682549","43.680378"
"101137","CONNECTED","1813 Regent St","Sudbury","ON","P3E 3Z7","-81.005791","46.453133"
"101673","CONNECTED","3 Sarjeant Dr","Barrie","ON","L4N 4V9","-79.716309","44.377342"
"102056","CONNECTED","679 Lorne St","Sudbury","ON","P3C 4R4","-81.014183","46.479511"
"102276","CONNECTED","885 Britannia Rd W","Mississauga","ON","L5V 2X8","-79.700363","43.60812"
"102468","CONNECTED","2145 boul. Cure-Labelle","Laval","QC","H7T 1L4","-73.766083","45.556969"
"102636","CONNECTED","1485 Elgin Mills Rd E","Richmond Hill","ON","L4S 1M8","-79.396332","43.897808"
"103171","CONNECTED","1825 Adelaide St","London","ON","N5X 4E8","-81.243759","43.013035"
"103301","CONNECTED","5900 Hurontario Road","Mississauga","ON","L5R0B8","-79.676697","43.62278"
"103639","CONNECTED","902 Wallbridge Loyalist Road (ESSO GAS Station)","Belleville","ON","K8N 5B3","-77.375267","44.178268"
"103989","CONNECTED","4455 rte Fossambault","Ste-Catherine","QC","G3N 2Z6","-71.608566","46.837902"
"105538","CONNECTED","700 Victoria Street West
35252","Whitby","ON","L1N 0E8","-78.950569","43.859211"
"100134","CONNECTED","1000 Victoria St N","Kitchener","ON","N2B 3C4","-80.461899","43.465561"
"103568","CONNECTED","9710 Highway #9","Caledon","ON","L7E3S9","-80.047935","43.929821"
"100480","CONNECTED","923 Robie St
Saint Marys University - Loyola Bldg","Halifax","NS","B3H 3C3","-63.581455","44.631329"
"102003","CONNECTED","10240 Kingsway NW
Royal Alexandra Hospital","Edmonton","AB","T5H 3V9","-113.496567","53.556961"
"102885","CONNECTED","10700 104 Ave
Grant McEwan College","Edmonton","AB","T5J 4S2","-113.502167","53.547108"
"103250","CONNECTED","1175 Mulock Drive
Mulock Drive & Harry Walker Way","Newmarket","ON","L3Y 8V2","-79.421661","44.0495"
