"Edge","Link","Interface","Outage Time","Recovery Time","Outage Duration"
"106474","207.219.150.145","GE4","01/05/2023 15:07:42","01/05/2023 15:08:57","75.0"
"100249","100.82.189.193","GE4","01/05/2023 15:07:48","01/05/2023 15:09:33","105.0"
"101704","66.163.28.139","GE5","01/05/2023 15:08:09","01/05/2023 15:10:18","129.0"
"101568","207.219.150.149","GE4","01/05/2023 15:08:10","01/05/2023 15:08:21","11.0"
"101651","100.82.174.75","GE4","01/05/2023 15:08:15","01/05/2023 15:08:20","5.0"
"101651","100.82.171.233","GE4","01/05/2023 15:08:15","01/05/2023 15:08:20","5.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:08:37","01/05/2023 15:09:51","74.0"
"100777","Rogers LTE link","GE4","01/05/2023 15:08:39","01/05/2023 15:08:46","7.0"
"100777","207.229.38.110","GE3","01/05/2023 15:08:39","01/05/2023 15:08:47","8.0"
"100962","207.219.150.150","GE2","01/05/2023 15:09:01","01/05/2023 15:09:14","13.0"
"108418","GoCo LTE Wireless","GE2","01/05/2023 15:09:09","01/05/2023 15:09:24","15.0"
"102905","207.219.150.150","GE2","01/05/2023 15:09:49","01/05/2023 15:09:49","0.0"
"100962","207.219.150.150","GE2","01/05/2023 15:10:25","01/05/2023 15:10:46","21.0"
"100637","66.163.28.139","GE4","01/05/2023 15:10:35","01/05/2023 15:10:42","7.0"
"109651","Aliant DSL: LC/LXXS/485519","GE3","01/05/2023 15:10:40","01/05/2023 15:11:21","41.0"
"108175","207.219.150.146","GE4","01/05/2023 15:11:07","01/05/2023 15:11:18","11.0"
"106108","74.198.90.126","GE2","01/05/2023 15:11:09","01/05/2023 15:12:58","109.0"
"100962","207.219.150.150","GE2","01/05/2023 15:11:18","01/05/2023 15:11:22","4.0"
"103118","207.219.150.144","GE4","01/05/2023 15:11:24","01/05/2023 15:11:39","15.0"
"101568","207.219.150.149","GE4","01/05/2023 15:11:25","01/05/2023 15:11:28","3.0"
"100249","100.82.189.193","GE4","01/05/2023 15:11:42","01/05/2023 15:13:40","118.0"
"102208","207.219.150.150","GE4","01/05/2023 15:11:55","01/05/2023 15:12:40","45.0"
"100962","207.219.150.150","GE2","01/05/2023 15:12:35","01/05/2023 15:14:53","138.0"
"106474","207.219.150.145","GE4","01/05/2023 15:12:42","01/05/2023 15:13:27","45.0"
"102691","74.49.167.204","GE3","01/05/2023 15:12:54","01/05/2023 15:13:35","41.0"
"101733","74.49.174.204","GE1","01/05/2023 15:12:55","01/05/2023 15:15:27","152.0"
"105271","207.229.38.109","GE3","01/05/2023 15:13:04","01/05/2023 15:13:14","10.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:13:33","01/05/2023 15:25:49","736.0"
"101568","207.219.150.149","GE4","01/05/2023 15:14:30","01/05/2023 15:14:42","12.0"
"104471","GoCo LTE Backup","GE6","01/05/2023 15:14:32","01/05/2023 15:15:17","45.0"
"101743","207.219.150.148","GE4","01/05/2023 15:14:44","01/05/2023 15:20:04","320.0"
"101743","100.82.194.177","GE4","01/05/2023 15:14:45","01/05/2023 15:16:43","118.0"
"101743","100.80.2.7","GE4","01/05/2023 15:14:45","01/05/2023 15:16:20","95.0"
"101743","66.163.28.139","GE3","01/05/2023 15:14:45","01/05/2023 15:16:37","112.0"
"100859","66.163.28.139","GE4","01/05/2023 15:14:55","01/05/2023 15:19:49","294.0"
"101568","207.219.150.149","GE4","01/05/2023 15:14:56","01/05/2023 15:15:12","16.0"
"102458","74.49.143.204","GE1","01/05/2023 15:14:58","01/05/2023 15:15:41","43.0"
"103014","207.219.150.146","GE2","01/05/2023 15:15:07","01/05/2023 15:15:22","15.0"
"106474","207.219.150.145","GE4","01/05/2023 15:15:12","01/05/2023 15:15:57","45.0"
"108175","207.219.150.146","GE4","01/05/2023 15:15:33","01/05/2023 15:15:41","8.0"
"103565","216.21.135.198","GE3","01/05/2023 15:15:36","01/05/2023 15:53:37","2281.0"
"100249","100.82.189.193","GE4","01/05/2023 15:15:42","01/05/2023 15:15:52","10.0"
"102432","66.163.28.139","GE3","01/05/2023 15:16:23","01/05/2023 15:17:36","73.0"
"101327","100.82.189.81 3001","GE4","01/05/2023 15:16:28","01/05/2023 15:17:31","63.0"
"100249","100.82.189.193","GE4","01/05/2023 15:16:36","01/05/2023 15:17:38","62.0"
"100407","207.229.38.108","GE4","01/05/2023 15:16:48","01/05/2023 15:19:34","166.0"
"101743","100.82.194.177","GE4","01/05/2023 15:16:54","01/05/2023 15:16:55","1.0"
"101743","100.80.2.7","GE4","01/05/2023 15:16:57","01/05/2023 15:18:52","115.0"
"107553","207.219.150.150","GE4","01/05/2023 15:17:01","01/05/2023 15:17:02","1.0"
"106474","207.219.150.145","GE4","01/05/2023 15:17:43","01/05/2023 15:22:58","315.0"
"100637","66.163.28.139","GE4","01/05/2023 15:17:55","01/05/2023 15:17:59","4.0"
"104471","GoCo LTE Backup","GE6","01/05/2023 15:18:02","01/05/2023 15:18:47","45.0"
"101743","66.163.28.139","GE3","01/05/2023 15:18:38","01/05/2023 15:18:54","16.0"
"102646","207.219.150.150","GE4","01/05/2023 15:18:59","01/05/2023 15:19:44","45.0"
"101704","66.163.28.139","GE5","01/05/2023 15:19:29","01/05/2023 15:21:18","109.0"
"106954","207.219.150.146","GE2","01/05/2023 15:19:35","01/05/2023 15:20:51","76.0"
"100962","207.219.150.150","GE2","01/05/2023 15:19:45","01/05/2023 15:20:20","35.0"
"101327","100.82.189.81 3001","GE4","01/05/2023 15:19:59","01/05/2023 15:22:05","126.0"
"101876","74.49.174.204","GE3","01/05/2023 15:20:19","01/05/2023 15:21:03","44.0"
"100962","207.219.150.150","GE2","01/05/2023 15:20:57","01/05/2023 15:21:28","31.0"
"106108","74.198.90.126","GE2","01/05/2023 15:21:02","01/05/2023 15:22:45","103.0"
"103014","207.219.150.146","GE2","01/05/2023 15:21:07","01/05/2023 15:21:23","16.0"
"101876","74.49.174.204","GE3","01/05/2023 15:21:16","01/05/2023 15:21:25","9.0"
"101549","Goco LTE ","GE6","01/05/2023 15:21:28","01/05/2023 15:23:00","92.0"
"109027","207.219.150.150","GE4","01/05/2023 15:21:38","01/05/2023 15:24:23","165.0"
"101743","66.163.28.139","GE3","01/05/2023 15:22:22","01/05/2023 15:22:35","13.0"
"100153","66.163.28.139","GE6","01/05/2023 15:22:31","01/05/2023 15:22:42","11.0"
"100859","66.163.28.139","GE4","01/05/2023 15:22:51","01/05/2023 15:27:22","271.0"
"100962","207.219.150.150","GE2","01/05/2023 15:23:00","01/05/2023 15:23:31","31.0"
"106108","74.198.90.126","GE2","01/05/2023 15:23:00","01/05/2023 15:24:43","103.0"
"101327","100.82.189.81 3001","GE4","01/05/2023 15:24:06","01/05/2023 15:24:19","13.0"
"100962","207.219.150.150","GE2","01/05/2023 15:24:27","01/05/2023 15:25:33","66.0"
"102905","174.117.134.110","GE1","01/05/2023 15:24:29","01/05/2023 15:27:27","178.0"
"106474","207.219.150.145","GE4","01/05/2023 15:24:43","01/05/2023 15:25:28","45.0"
"106108","74.198.90.126","GE2","01/05/2023 15:25:52","01/05/2023 15:27:41","109.0"
"100962","207.219.150.150","GE2","01/05/2023 15:26:04","01/05/2023 15:26:19","15.0"
"100962","207.219.150.150","GE2","01/05/2023 15:26:50","01/05/2023 15:27:26","36.0"
"101733","74.49.174.204","GE1","01/05/2023 15:26:52","01/05/2023 15:29:21","149.0"
"101636","207.219.150.149","GE4","01/05/2023 15:26:52","01/05/2023 15:26:59","7.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:26:59","01/05/2023 15:28:20","81.0"
"100416","207.219.150.149","GE4","01/05/2023 15:27:02","01/05/2023 15:27:47","45.0"
"101274","66.163.28.139","GE5","01/05/2023 15:27:06","01/05/2023 15:27:13","7.0"
"101274","66.163.28.139","GE6","01/05/2023 15:27:06","01/05/2023 15:27:13","7.0"
"106474","207.219.150.145","GE4","01/05/2023 15:27:13","01/05/2023 15:43:58","1005.0"
"100750","66.163.28.139","GE2","01/05/2023 15:27:31","01/05/2023 15:28:45","74.0"
"102905","207.219.150.150","GE2","01/05/2023 15:27:59","01/05/2023 15:58:21","1822.0"
"100962","207.219.150.150","GE2","01/05/2023 15:28:02","01/05/2023 15:28:25","23.0"
"100962","207.219.150.150","GE2","01/05/2023 15:28:49","01/05/2023 15:29:38","49.0"
"106194","207.219.150.145","GE4","01/05/2023 15:28:54","01/05/2023 15:29:53","59.0"
"100750","66.163.28.139","GE2","01/05/2023 15:29:26","01/05/2023 15:30:46","80.0"
"102093","DSL Service: 5143937813","GE4","01/05/2023 15:29:49","01/05/2023 15:29:57","8.0"
"102093","DSL Service: 5143937821 ","GE5","01/05/2023 15:29:49","01/05/2023 15:29:57","8.0"
"102691","74.49.167.204","GE3","01/05/2023 15:30:11","01/05/2023 15:30:19","8.0"
"101938","99.253.183.241","GE3","01/05/2023 15:30:35","01/05/2023 15:30:42","7.0"
"100962","207.219.150.150","GE2","01/05/2023 15:30:42","01/05/2023 15:31:54","72.0"
"104890","207.219.150.144","GE6","01/05/2023 15:30:42","01/05/2023 15:41:28","646.0"
"100859","66.163.28.139","GE4","01/05/2023 15:30:54","01/05/2023 15:34:15","201.0"
"100281","74.49.143.204","GE3","01/05/2023 15:30:59","01/05/2023 15:32:12","73.0"
"100750","66.163.28.139","GE2","01/05/2023 15:31:31","01/05/2023 15:34:26","175.0"
"100416","207.219.150.149","GE4","01/05/2023 15:32:02","01/05/2023 15:32:47","45.0"
"106108","74.198.90.126","GE2","01/05/2023 15:32:39","01/05/2023 15:34:22","103.0"
"100962","207.219.150.150","GE2","01/05/2023 15:32:43","01/05/2023 15:33:09","26.0"
"102304","207.219.150.144","GE6","01/05/2023 15:33:06","01/05/2023 15:33:50","44.0"
"103871","207.219.150.148","GE2","01/05/2023 15:33:47","01/05/2023 15:34:00","13.0"
"101790","207.219.150.144","GE6","01/05/2023 15:33:51","01/05/2023 15:33:58","7.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:33:57","01/05/2023 15:35:28","91.0"
"102691","74.49.167.204","GE3","01/05/2023 15:34:03","01/05/2023 15:34:12","9.0"
"103871","207.219.150.148","GE2","01/05/2023 15:34:13","01/05/2023 15:34:32","19.0"
"100750","66.163.28.139","GE2","01/05/2023 15:34:41","01/05/2023 15:36:01","80.0"
"104706","Radiant ADSL 120/20M","GE1","01/05/2023 15:34:53","01/05/2023 15:35:01","8.0"
"106899","66.163.28.139","GE3","01/05/2023 15:34:58","01/05/2023 15:36:10","72.0"
"100416","207.219.150.149","GE4","01/05/2023 15:35:02","01/05/2023 15:35:47","45.0"
"107608","207.219.150.150","GE4","01/05/2023 15:35:02","01/05/2023 15:35:47","45.0"
"100249","100.82.189.193","GE4","01/05/2023 15:36:19","01/05/2023 15:37:16","57.0"
"102691","74.49.167.204","GE3","01/05/2023 15:36:20","01/05/2023 15:36:36","16.0"
"102370","66.163.28.139","GE2","01/05/2023 15:36:31","01/05/2023 15:37:22","51.0"
"102691","74.49.167.204","GE3","01/05/2023 15:36:48","01/05/2023 15:36:58","10.0"
"100962","207.219.150.150","GE2","01/05/2023 15:36:48","01/05/2023 15:37:14","26.0"
"101743","100.80.2.7","GE4","01/05/2023 15:36:50","01/05/2023 15:37:56","66.0"
"106899","66.163.28.139","GE3","01/05/2023 15:37:16","01/05/2023 15:38:02","46.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:37:28","01/05/2023 15:37:41","13.0"
"102432","66.163.28.139","GE3","01/05/2023 15:37:49","01/05/2023 15:42:32","283.0"
"102691","74.49.167.204","GE3","01/05/2023 15:37:53","01/05/2023 15:38:01","8.0"
"100859","66.163.28.139","GE4","01/05/2023 15:37:57","01/05/2023 15:42:25","268.0"
"101351","66.163.28.139","GE4","01/05/2023 15:38:04","01/05/2023 15:38:10","6.0"
"106954","207.219.150.146","GE2","01/05/2023 15:38:11","01/05/2023 15:38:21","10.0"
"100962","207.219.150.150","GE2","01/05/2023 15:38:17","01/05/2023 15:38:47","30.0"
"101351","74.49.174.204","GE3","01/05/2023 15:38:20","01/05/2023 15:38:56","36.0"
"101743","100.80.2.7","GE4","01/05/2023 15:38:22","01/05/2023 15:40:07","105.0"
"101351","66.163.28.139","GE4","01/05/2023 15:38:23","01/05/2023 15:39:02","39.0"
"102691","74.49.167.204","GE3","01/05/2023 15:38:23","01/05/2023 15:38:51","28.0"
"106063","207.219.150.150","GE4","01/05/2023 15:38:28","01/05/2023 15:43:33","305.0"
"102169","66.163.28.139","GE4","01/05/2023 15:38:38","01/05/2023 15:40:58","140.0"
"103229","Videotron 100/15M DHCP ","GE3","01/05/2023 15:38:50","01/05/2023 15:39:54","64.0"
"102899","207.219.150.144","GE2","01/05/2023 15:39:25","01/06/2023 17:35:42","93377.0"
"100750","66.163.28.139","GE2","01/05/2023 15:39:55","01/05/2023 15:41:15","80.0"
"104300","GoCo LTE Backup","GE6","01/05/2023 15:40:04","01/05/2023 15:40:11","7.0"
"102730","108.160.90.221","GE3","01/05/2023 15:40:04","01/05/2023 15:40:13","9.0"
"100965","207.219.150.151","GE4","01/05/2023 15:40:18","01/05/2023 15:41:33","75.0"
"103229","207.219.150.146","GE4","01/05/2023 15:40:25","01/05/2023 15:40:25","0.0"
"100404","74.49.143.204","GE5","01/05/2023 15:40:31","01/05/2023 15:41:17","46.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:40:31","01/05/2023 15:41:54","83.0"
"108414","66.163.28.139","GE3","01/05/2023 15:40:53","01/05/2023 17:00:44","4791.0"
"102169","66.163.28.139","GE4","01/05/2023 15:41:34","01/05/2023 15:42:16","42.0"
"102691","74.49.167.204","GE3","01/05/2023 15:41:36","01/05/2023 15:41:43","7.0"
"100750","66.163.28.139","GE2","01/05/2023 15:41:47","01/05/2023 15:43:07","80.0"
"100962","207.219.150.150","GE2","01/05/2023 15:41:49","01/05/2023 15:41:50","1.0"
"102691","74.49.167.204","GE3","01/05/2023 15:41:54","01/05/2023 15:42:02","8.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:42:14","01/05/2023 15:44:06","112.0"
"101301","66.163.28.139","GE4","01/05/2023 15:42:15","01/05/2023 15:46:06","231.0"
"107633","66.163.28.139","GE3","01/05/2023 15:42:28","01/05/2023 15:42:36","8.0"
"107633","207.219.150.144","GE4","01/05/2023 15:42:28","01/05/2023 15:42:38","10.0"
"103349","66.163.28.139","GE2","01/05/2023 15:42:33","01/05/2023 15:42:41","8.0"
"103349","74.49.159.204","GE1","01/05/2023 15:42:33","01/05/2023 15:42:41","8.0"
"101876","74.49.174.204","GE3","01/05/2023 15:42:40","01/05/2023 15:42:53","13.0"
"102169","66.163.28.139","GE4","01/05/2023 15:42:43","01/05/2023 15:44:50","127.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/05/2023 15:42:51","01/05/2023 15:43:06","15.0"
"101398","66.163.28.139 - 9026263410","GE5","01/05/2023 15:42:56","01/05/2023 15:45:19","143.0"
"100962","207.219.150.150","GE2","01/05/2023 15:43:04","01/05/2023 15:43:25","21.0"
"101876","74.49.174.204","GE3","01/05/2023 15:43:11","01/05/2023 15:43:47","36.0"
"102932","207.219.150.144","GE2","01/05/2023 15:43:18","01/05/2023 15:44:03","45.0"
"108435","66.163.28.139","GE3","01/05/2023 15:43:25","01/05/2023 15:44:24","59.0"
"100189","74.49.159.204","GE1","01/05/2023 15:43:29","01/05/2023 15:44:10","41.0"
"106063","50.70.50.34","GE3","01/05/2023 15:43:30","01/05/2023 15:43:38","8.0"
"100962","207.219.150.150","GE2","01/05/2023 15:43:44","01/05/2023 15:44:04","20.0"
"102691","74.49.167.204","GE3","01/05/2023 15:44:02","01/05/2023 15:44:10","8.0"
"100249","100.82.189.193","GE4","01/05/2023 15:44:13","01/05/2023 15:45:24","71.0"
"102691","74.49.167.204","GE3","01/05/2023 15:44:19","01/05/2023 15:44:26","7.0"
"100859","66.163.28.139","GE4","01/05/2023 15:45:16","01/05/2023 15:56:22","666.0"
"100750","66.163.28.139","GE2","01/05/2023 15:45:18","01/05/2023 15:46:37","79.0"
"101871","207.219.150.151","GE4","01/05/2023 15:45:19","01/05/2023 15:48:05","166.0"
"103014","207.219.150.146","GE2","01/05/2023 15:45:41","01/05/2023 15:45:52","11.0"
"100962","207.219.150.150","GE2","01/05/2023 15:45:42","01/05/2023 15:45:45","3.0"
"106474","207.219.150.145","GE4","01/05/2023 15:45:44","01/05/2023 15:46:29","45.0"
"106886","207.219.150.146","GE4","01/05/2023 15:45:47","01/05/2023 16:14:03","1696.0"
"106954","207.219.150.146","GE2","01/05/2023 15:46:15","01/05/2023 15:56:17","602.0"
"100600","100.82.212.121","GE4","01/05/2023 15:46:23","01/05/2023 15:46:31","8.0"
"108428","Goco LTE backup","GE6","01/05/2023 15:46:47","01/05/2023 16:48:03","3676.0"
"101301","66.163.28.139","GE4","01/05/2023 15:46:47","01/05/2023 15:48:06","79.0"
"102733","216.21.135.198","GE6","01/05/2023 15:47:02","01/05/2023 15:47:11","9.0"
"102733","216.21.135.198","GE5","01/05/2023 15:47:02","01/05/2023 15:47:10","8.0"
"101704","66.163.28.139","GE5","01/05/2023 15:47:14","01/05/2023 15:48:56","102.0"
"103014","207.219.150.146","GE2","01/05/2023 15:47:38","01/05/2023 15:48:23","45.0"
"100637","66.163.28.139","GE4","01/05/2023 15:47:50","01/05/2023 15:47:58","8.0"
"101876","74.49.174.204","GE3","01/05/2023 15:47:51","01/05/2023 15:48:57","66.0"
"103223","66.163.28.139","GE4","01/05/2023 15:47:56","01/05/2023 15:49:16","80.0"
"100249","100.82.189.193","GE4","01/05/2023 15:48:10","01/05/2023 15:49:24","74.0"
"106474","207.219.150.145","GE4","01/05/2023 15:48:14","01/05/2023 15:59:29","675.0"
"101301","66.163.28.139","GE4","01/05/2023 15:48:32","01/05/2023 15:59:11","639.0"
"100962","207.219.150.150","GE2","01/05/2023 15:48:49","01/05/2023 15:50:57","128.0"
"103516","207.219.150.147","GE4","01/05/2023 15:49:07","01/05/2023 15:49:09","2.0"
"102169","66.163.28.139","GE4","01/05/2023 15:49:49","01/05/2023 15:53:11","202.0"
"101704","66.163.28.139","GE5","01/05/2023 15:50:18","01/05/2023 15:52:03","105.0"
"101568","207.219.150.149","GE4","01/05/2023 15:51:04","01/05/2023 15:51:07","3.0"
"100962","207.219.150.150","GE2","01/05/2023 15:51:07","01/05/2023 15:51:15","8.0"
"100637","66.163.28.139","GE4","01/05/2023 15:51:19","01/05/2023 15:51:23","4.0"
"101568","207.219.150.149","GE4","01/05/2023 15:51:25","01/05/2023 15:52:11","46.0"
"102691","74.49.167.204","GE3","01/05/2023 15:51:45","01/05/2023 15:51:52","7.0"
"100962","207.219.150.150","GE2","01/05/2023 15:51:46","01/05/2023 15:53:32","106.0"
"102691","74.49.167.204","GE3","01/05/2023 15:52:05","01/05/2023 15:52:34","29.0"
"100249","100.82.189.193","GE4","01/05/2023 15:52:07","01/05/2023 15:53:26","79.0"
"100281","66.163.28.139","GE4","01/05/2023 15:52:32","01/05/2023 15:54:56","144.0"
"104300","GoCo LTE Backup","GE6","01/05/2023 15:52:34","01/05/2023 15:52:38","4.0"
"101568","207.219.150.149","GE4","01/05/2023 15:53:10","01/05/2023 15:53:34","24.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:53:27","01/05/2023 15:55:52","145.0"
"100153","66.163.28.139","GE6","01/05/2023 15:53:45","01/05/2023 15:54:32","47.0"
"100962","207.219.150.150","GE2","01/05/2023 15:53:59","01/05/2023 15:54:26","27.0"
"100637","66.163.28.139","GE4","01/05/2023 15:54:01","01/05/2023 15:54:05","4.0"
"100416","207.219.150.149","GE4","01/05/2023 15:54:02","01/05/2023 15:54:48","46.0"
"102691","74.49.167.204","GE3","01/05/2023 15:54:10","01/05/2023 15:54:17","7.0"
"103223","66.163.28.139","GE4","01/05/2023 15:54:24","01/05/2023 15:58:52","268.0"
"100805","216.21.135.198","GE2","01/05/2023 15:54:29","01/05/2023 15:54:33","4.0"
"100426","207.219.150.145","GE4","01/05/2023 15:54:30","01/05/2023 15:55:15","45.0"
"103073","207.219.150.151","GE4","01/05/2023 15:54:45","01/05/2023 15:56:00","75.0"
"102691","74.49.167.204","GE3","01/05/2023 15:54:51","01/05/2023 15:55:08","17.0"
"100281","66.163.28.139","GE4","01/05/2023 15:55:18","01/05/2023 15:56:32","74.0"
"101468","207.219.150.149","GE4","01/05/2023 15:55:55","01/05/2023 15:56:40","45.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:56:42","01/05/2023 15:57:54","72.0"
"104425","66.163.28.139","GE4","01/05/2023 15:57:01","01/05/2023 15:57:02","1.0"
"102169","66.163.28.139","GE4","01/05/2023 15:57:15","01/05/2023 15:59:20","125.0"
"102932","207.219.150.144","GE2","01/05/2023 15:57:19","01/05/2023 15:58:04","45.0"
"100962","207.219.150.150","GE2","01/05/2023 15:57:27","01/05/2023 15:57:32","5.0"
"105225","216.197.132.96","GE4","01/05/2023 15:57:36","01/05/2023 15:57:51","15.0"
"100637","66.163.28.139","GE4","01/05/2023 15:57:41","01/05/2023 15:57:47","6.0"
"105225","216.197.132.96","GE4","01/05/2023 15:58:04","01/05/2023 15:58:38","34.0"
"100962","207.219.150.150","GE2","01/05/2023 15:58:19","01/05/2023 15:58:35","16.0"
"102905","174.117.134.110","GE1","01/05/2023 15:58:23","01/05/2023 16:01:21","178.0"
"103223","66.163.28.139","GE4","01/05/2023 15:59:00","01/05/2023 16:00:10","70.0"
"100249","100.82.189.193","GE4","01/05/2023 15:59:03","01/05/2023 16:01:10","127.0"
"105225","216.197.132.96","GE4","01/05/2023 15:59:03","01/05/2023 15:59:21","18.0"
"100153","66.163.28.139","GE6","01/05/2023 15:59:04","01/05/2023 16:00:05","61.0"
"100962","207.219.150.150","GE2","01/05/2023 15:59:12","01/05/2023 15:59:35","23.0"
"101897","207.219.150.149","GE4","01/05/2023 15:59:14","01/05/2023 15:59:20","6.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/05/2023 15:59:14","01/05/2023 16:33:32","2058.0"
"107552","207.219.150.145","GE4","01/05/2023 15:59:19","01/05/2023 16:01:04","105.0"
"104423","100.82.253.89","GE6","01/05/2023 15:59:24","01/05/2023 15:59:33","9.0"
"104423","66.163.28.139","GE5","01/05/2023 15:59:24","01/05/2023 15:59:32","8.0"
"104423","66.163.28.139","GE6","01/05/2023 15:59:24","01/05/2023 15:59:33","9.0"
"100483","207.219.150.148","GE2","01/05/2023 15:59:29","01/05/2023 16:00:14","45.0"
"102169","66.163.28.139","GE4","01/05/2023 15:59:42","01/05/2023 16:01:11","89.0"
"100400","100.82.202.131 3001","GE4","01/05/2023 15:59:54","01/05/2023 16:00:03","9.0"
"101301","66.163.28.139","GE4","01/05/2023 16:00:17","01/05/2023 16:01:11","54.0"
"100962","207.219.150.150","GE2","01/05/2023 16:00:35","01/05/2023 16:01:09","34.0"
"103223","66.163.28.139","GE4","01/05/2023 16:00:36","01/05/2023 16:02:42","126.0"
"106474","207.219.150.145","GE4","01/05/2023 16:01:14","01/05/2023 16:01:59","45.0"
"100153","66.163.28.139","GE6","01/05/2023 16:01:15","01/05/2023 16:01:19","4.0"
"100153","66.163.28.139","GE6","01/05/2023 16:01:27","01/05/2023 16:02:43","76.0"
"100962","207.219.150.150","GE2","01/05/2023 16:01:39","01/05/2023 16:01:40","1.0"
"102905","207.219.150.150","GE2","01/05/2023 16:01:51","01/05/2023 16:01:51","0.0"
"100962","207.219.150.150","GE2","01/05/2023 16:01:56","01/05/2023 16:02:03","7.0"
"100281","66.163.28.139","GE4","01/05/2023 16:02:06","01/05/2023 16:06:23","257.0"
"102932","207.219.150.144","GE2","01/05/2023 16:02:49","01/05/2023 16:03:34","45.0"
"103223","66.163.28.139","GE4","01/05/2023 16:02:51","01/05/2023 16:04:00","69.0"
"101704","66.163.28.139","GE5","01/05/2023 16:02:57","01/05/2023 16:04:53","116.0"
"109396","74.49.174.204","GE5","01/05/2023 16:02:59","01/05/2023 16:13:46","647.0"
"109651","Aliant DSL: LC/LXXS/485519","GE3","01/05/2023 16:03:29","01/05/2023 16:03:37","8.0"
"109651","Telus LTE: 622-914-9521","GE6","01/05/2023 16:03:29","01/05/2023 16:03:36","7.0"
"109651","Aliant DSL: LC/LXXS/485521","GE4","01/05/2023 16:03:29","01/05/2023 16:03:37","8.0"
"106474","207.219.150.145","GE4","01/05/2023 16:03:44","01/05/2023 16:06:29","165.0"
"103073","207.219.150.151","GE4","01/05/2023 16:03:45","01/05/2023 16:04:30","45.0"
"100204","207.219.150.151","GE6","01/05/2023 16:04:08","01/05/2023 19:05:27","10879.0"
"102169","66.163.28.139","GE4","01/05/2023 16:04:21","01/05/2023 16:05:00","39.0"
"100962","207.219.150.150","GE2","01/05/2023 16:04:23","01/05/2023 16:04:40","17.0"
"107333","74.49.190.204","GE5","01/05/2023 16:04:24","01/05/2023 16:04:31","7.0"
"107333","216.21.135.198","GE6","01/05/2023 16:04:24","01/05/2023 16:04:32","8.0"
"107333","216.21.135.198","GE6","01/05/2023 16:04:24","01/05/2023 16:04:32","8.0"
"105225","216.197.132.96","GE4","01/05/2023 16:04:31","01/05/2023 16:05:04","33.0"
"100204","100.82.198.145","GE6","01/05/2023 16:04:35","01/05/2023 17:23:16","4721.0"
"100859","66.163.28.139","GE4","01/05/2023 16:04:37","01/05/2023 16:10:03","326.0"
"100153","66.163.28.139","GE6","01/05/2023 16:04:48","01/05/2023 16:10:24","336.0"
"100962","207.219.150.150","GE2","01/05/2023 16:05:22","01/05/2023 16:05:28","6.0"
"102169","66.163.28.139","GE4","01/05/2023 16:05:54","01/05/2023 16:06:32","38.0"
"101704","66.163.28.139","GE5","01/05/2023 16:06:13","01/05/2023 16:10:04","231.0"
"100994","207.219.150.145","GE4","01/05/2023 16:06:24","01/05/2023 16:07:09","45.0"
"102128","Shaw - 75/15M : 039-4972-3750","GE5","01/05/2023 16:06:34","01/05/2023 16:06:47","13.0"
"100249","100.82.189.193","GE4","01/05/2023 16:07:10","01/05/2023 16:08:56","106.0"
"108140","207.219.150.147","GE6","01/05/2023 16:07:28","01/05/2023 16:08:13","45.0"
"100637","66.163.28.139","GE4","01/05/2023 16:07:37","01/05/2023 16:07:44","7.0"
"109027","207.219.150.150","GE4","01/05/2023 16:07:40","01/05/2023 16:09:55","135.0"
"103223","66.163.28.139","GE4","01/05/2023 16:07:53","01/05/2023 16:09:21","88.0"
"100962","207.219.150.150","GE2","01/05/2023 16:08:01","01/05/2023 16:08:03","2.0"
"102169","66.163.28.139","GE4","01/05/2023 16:08:18","01/05/2023 16:09:40","82.0"
"102688","66.163.28.139","GE4","01/05/2023 16:08:23","01/05/2023 16:09:18","55.0"
"106954","207.219.150.146","GE2","01/05/2023 16:08:32","01/05/2023 16:08:57","25.0"
"106474","207.219.150.145","GE4","01/05/2023 16:08:44","01/05/2023 16:19:00","616.0"
"108387","207.219.150.151","GE4","01/05/2023 16:08:48","01/05/2023 16:10:03","75.0"
"101897","207.219.150.149","GE4","01/05/2023 16:08:58","01/05/2023 16:09:02","4.0"
"101351","66.163.28.139","GE4","01/05/2023 16:09:11","01/05/2023 16:09:15","4.0"
"101351","66.163.28.139","GE4","01/05/2023 16:09:12","01/05/2023 16:09:19","7.0"
"104300","GoCo LTE Backup","GE6","01/05/2023 16:09:17","01/05/2023 16:09:37","20.0"
"108435","66.163.28.139","GE3","01/05/2023 16:09:18","01/05/2023 16:10:17","59.0"
"101351","74.49.174.204","GE3","01/05/2023 16:09:28","01/05/2023 16:10:04","36.0"
"101351","66.163.28.139","GE4","01/05/2023 16:09:29","01/05/2023 16:10:10","41.0"
